chart	title	artist	weeks	rank	query_week	lyrics
dance-electronic-songs	This Is What You Came For	Calvin Harris Featuring Rihanna	45	9	3/11/2017	"Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

You, ooh, ooh
You, ooh, ooh
...

"
dance-electronic-songs	Call On Me	Starley	1	10	3/11/2017	"When you're low
And your knees can't rise
You feel helpless
And you're looking to the sky
Some people would say
To accept their fate
Well, if this is fate then we'll find a way to cheat

Cause, oh, oh, oh, oh, oh we'll say a little prayer
But, oh, oh, oh, oh, oh if the answer isn't fair

You know you can call on me
When you need somebody
You know you can call on me
When you can't stop the tears from falling down, d-down
You know you can call on me
Call on me, darling
...

"
dance-electronic-songs	Paris	The Chainsmokers	7	1	3/4/2017	"We were staying in Paris
To get away from your parents
And I thought: ""Wow, if I could take this in a shot right now
I don't think that we could work this out""

Out on the terrace
I don't know if it's fair
But I thought: ""How could I let you fall by yourself
While I'm wasted with someone else?""

If we go down, then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down, then we go down together
We'll get away with everything
Let's show them we are better
Let's show them we are better
Let's show them we are better

We were staying in Paris
To get away from your parents
You look so proud
Standing there with a frown and a cigarette
Posting pictures of yourself on the internet
...

"
dance-electronic-songs	Closer	The Chainsmokers Featuring Halsey	31	2	3/4/2017	"Hey, I was doing just fine before I met you
I drink too much and that's an issue, but I'm okay
Hey, you tell your friends it was nice to meet them
But I hope I never see them again

I know it breaks your heart
Moved to the city in a broke-down car and
4 years, no calls
Now you're looking pretty in a hotel bar and
I-I-I can't stop
No, I-I-I can't stop

So, baby, pull me closer
In the back seat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder

Pull the sheets right off the corner
Of that mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older
We ain't ever getting older
...

"
dance-electronic-songs	It Ain't Me	Kygo x Selena Gomez	2	3	3/4/2017	"I had a dream
We were sipping whiskey neat
Highest floor, The Bowery
Nowhere's high enough
Somewhere along the lines
We stopped seeing eye to eye
You were staying out all night
And I had enough

No, I don't wanna know
Where you been or where you're goin'
But I know I won't be home
And you'll be on your own

Who's gonna walk you
Through the dark side of the morning?
Who's gonna rock you
When the sun won't let you sleep?
Who's waking up to drive you home
When you're drunk and all alone?
Who's gonna walk you
...

"
dance-electronic-songs	Rockabye	Clean Bandit Featuring Sean Paul & Anne-Marie	18	4	3/4/2017	"She works the night, by the water
She's gonna stress, so far away from her father's daughter
She just wants a life for her baby
All on her own, no one will come
She's got to save him
She tells him ""ooh love""

No one's ever gonna hurt you, love
I'm gonna give you all of my love
Nobody matters like you
She tells him ""your life ain't gonna be nothing like my life
You're gonna grow and have a good life

I'm gonna do what I've got to do""
So, rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Somebody's got you
Rockabye baby, rockabye
I'm gonna rock you
...

"
dance-electronic-songs	Let Me Love You	DJ Snake Featuring Justin Bieber	29	5	3/4/2017	"I used to believe
We were burning on the edge of something beautiful
Something beautiful
Selling a dream
Smoke and mirrors keep us waiting on a miracle
On a miracle

Say, go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you

Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
...

"
dance-electronic-songs	Something Just Like This	The Chainsmokers & Coldplay	1	6	3/4/2017	"I've been reading books of old
The legends, and the myths
Achilles, and his gold
Hercules, and his gifts
Spiderman's control
And Batman with his fists
And clearly I don't see myself upon that list

She said, where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero
Some fairytale bliss
Just something I can turn to
Somebody I can kiss

I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
...

"
dance-electronic-songs	This Is What You Came For	Calvin Harris Featuring Rihanna	44	7	3/4/2017	"Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

You, ooh, ooh
You, ooh, ooh
...

"
dance-electronic-songs	Cold Water	Major Lazer Featuring Justin Bieber & MO	32	8	3/4/2017	"Everybody gets high sometimes, you know
What else can we do when we're feeling low?
So take a deep breath and let it go
You shouldn't be drowning on your own

And if you feel you're sinking, I will jump right over
Into cold, cold water for you
And although time may take us into different places
I will still be patient with you
And I hope you know

I won't let go
I'll be your lifeline tonight
I won't let go
I'll be your lifeline tonight

...

"
dance-electronic-songs	In The Name Of Love	Martin Garrix & Bebe Rexha	30	9	3/4/2017	"If I told you this was only gonna hurt
If I warned you that the fire's gonna burn
Would you walk in?
Would you let me do it first?
Do it all in the name of love

Would you let me lead you even when you're blind?
In the darkness, in the middle of the night
In the silence, when there's no one by your side
Would you call in the name of love?

In the name of love
Name of love
In the name of love
Name of love
In the name of

In the name, name
In the name, name

...

"
dance-electronic-songs	Scared To Be Lonely	Martin Garrix & Dua Lipa	4	10	3/4/2017	"It was great at the very start
Hands on each other
Couldn't stand to be far apart
Closer the better

Now we're picking fights and slamming doors
Magnifying all our flaws
And I wonder why, wonder what for
Why we keep coming back for more

Is it just our bodies?
Are we both losing our minds?
Is the only reason you're holding me tonight
'Cause we're scared to be lonely?

Do we need somebody
Just to feel like we're alright?
Is the only reason you're holding me tonight
'Cause we're scared to be lonely?

...

"
dance-electronic-songs	Closer	The Chainsmokers Featuring Halsey	30	1	2/25/2017	"Hey, I was doing just fine before I met you
I drink too much and that's an issue, but I'm okay
Hey, you tell your friends it was nice to meet them
But I hope I never see them again

I know it breaks your heart
Moved to the city in a broke-down car and
4 years, no calls
Now you're looking pretty in a hotel bar and
I-I-I can't stop
No, I-I-I can't stop

So, baby, pull me closer
In the back seat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder

Pull the sheets right off the corner
Of that mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older
We ain't ever getting older
...

"
dance-electronic-songs	Paris	The Chainsmokers	6	2	2/25/2017	"We were staying in Paris
To get away from your parents
And I thought: ""Wow, if I could take this in a shot right now
I don't think that we could work this out""

Out on the terrace
I don't know if it's fair
But I thought: ""How could I let you fall by yourself
While I'm wasted with someone else?""

If we go down, then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down, then we go down together
We'll get away with everything
Let's show them we are better
Let's show them we are better
Let's show them we are better

We were staying in Paris
To get away from your parents
You look so proud
Standing there with a frown and a cigarette
Posting pictures of yourself on the internet
...

"
dance-electronic-songs	Rockabye	Clean Bandit Featuring Sean Paul & Anne-Marie	17	3	2/25/2017	"She works the night, by the water
She's gonna stress, so far away from her father's daughter
She just wants a life for her baby
All on her own, no one will come
She's got to save him
She tells him ""ooh love""

No one's ever gonna hurt you, love
I'm gonna give you all of my love
Nobody matters like you
She tells him ""your life ain't gonna be nothing like my life
You're gonna grow and have a good life

I'm gonna do what I've got to do""
So, rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Somebody's got you
Rockabye baby, rockabye
I'm gonna rock you
...

"
dance-electronic-songs	Let Me Love You	DJ Snake Featuring Justin Bieber	28	4	2/25/2017	"I used to believe
We were burning on the edge of something beautiful
Something beautiful
Selling a dream
Smoke and mirrors keep us waiting on a miracle
On a miracle

Say, go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you

Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
...

"
dance-electronic-songs	Don't Let Me Down	The Chainsmokers Featuring Daya	54	5	2/25/2017	"Crashing, hit a wall
Right now I need a miracle
Hurry up now, I need a miracle
Stranded, reaching out
I call your name, but you're not around
I say your name, but you're not around

I need you, I need you, I need you right now
Yeah, I need you right now
So don't let me, don't let me, don't let me down
I think I'm losing my mind now

It's in my head, darling, I hope
That you'll be here when I need you the most
So don't let me, don't let me, don't let me down
D-don't let me down

Don't let me down
Don't let me down, down, down
Don't let me down, don't let me down, down, down
...

"
dance-electronic-songs	This Is What You Came For	Calvin Harris Featuring Rihanna	43	6	2/25/2017	"Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

You, ooh, ooh
You, ooh, ooh
...

"
dance-electronic-songs	Cold Water	Major Lazer Featuring Justin Bieber & MO	31	7	2/25/2017	"Everybody gets high sometimes, you know
What else can we do when we're feeling low?
So take a deep breath and let it go
You shouldn't be drowning on your own

And if you feel you're sinking, I will jump right over
Into cold, cold water for you
And although time may take us into different places
I will still be patient with you
And I hope you know

I won't let go
I'll be your lifeline tonight
I won't let go
I'll be your lifeline tonight

...

"
dance-electronic-songs	In The Name Of Love	Martin Garrix & Bebe Rexha	29	8	2/25/2017	"If I told you this was only gonna hurt
If I warned you that the fire's gonna burn
Would you walk in?
Would you let me do it first?
Do it all in the name of love

Would you let me lead you even when you're blind?
In the darkness, in the middle of the night
In the silence, when there's no one by your side
Would you call in the name of love?

In the name of love
Name of love
In the name of love
Name of love
In the name of

In the name, name
In the name, name

...

"
dance-electronic-songs	It Ain't Me	Kygo x Selena Gomez	1	9	2/25/2017	"I had a dream
We were sipping whiskey neat
Highest floor, The Bowery
Nowhere's high enough
Somewhere along the lines
We stopped seeing eye to eye
You were staying out all night
And I had enough

No, I don't wanna know
Where you been or where you're goin'
But I know I won't be home
And you'll be on your own

Who's gonna walk you
Through the dark side of the morning?
Who's gonna rock you
When the sun won't let you sleep?
Who's waking up to drive you home
When you're drunk and all alone?
Who's gonna walk you
...

"
dance-electronic-songs	Scared To Be Lonely	Martin Garrix & Dua Lipa	3	10	2/25/2017	"It was great at the very start
Hands on each other
Couldn't stand to be far apart
Closer the better

Now we're picking fights and slamming doors
Magnifying all our flaws
And I wonder why, wonder what for
Why we keep coming back for more

Is it just our bodies?
Are we both losing our minds?
Is the only reason you're holding me tonight
'Cause we're scared to be lonely?

Do we need somebody
Just to feel like we're alright?
Is the only reason you're holding me tonight
'Cause we're scared to be lonely?

...

"
dance-electronic-songs	Closer	The Chainsmokers Featuring Halsey	29	1	2/18/2017	"Hey, I was doing just fine before I met you
I drink too much and that's an issue, but I'm okay
Hey, you tell your friends it was nice to meet them
But I hope I never see them again

I know it breaks your heart
Moved to the city in a broke-down car and
4 years, no calls
Now you're looking pretty in a hotel bar and
I-I-I can't stop
No, I-I-I can't stop

So, baby, pull me closer
In the back seat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder

Pull the sheets right off the corner
Of that mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older
We ain't ever getting older
...

"
dance-electronic-songs	Paris	The Chainsmokers	5	2	2/18/2017	"We were staying in Paris
To get away from your parents
And I thought: ""Wow, if I could take this in a shot right now
I don't think that we could work this out""

Out on the terrace
I don't know if it's fair
But I thought: ""How could I let you fall by yourself
While I'm wasted with someone else?""

If we go down, then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down, then we go down together
We'll get away with everything
Let's show them we are better
Let's show them we are better
Let's show them we are better

We were staying in Paris
To get away from your parents
You look so proud
Standing there with a frown and a cigarette
Posting pictures of yourself on the internet
...

"
dance-electronic-songs	Let Me Love You	DJ Snake Featuring Justin Bieber	27	3	2/18/2017	"I used to believe
We were burning on the edge of something beautiful
Something beautiful
Selling a dream
Smoke and mirrors keep us waiting on a miracle
On a miracle

Say, go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you

Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
...

"
dance-electronic-songs	Rockabye	Clean Bandit Featuring Sean Paul & Anne-Marie	16	4	2/18/2017	"She works the night, by the water
She's gonna stress, so far away from her father's daughter
She just wants a life for her baby
All on her own, no one will come
She's got to save him
She tells him ""ooh love""

No one's ever gonna hurt you, love
I'm gonna give you all of my love
Nobody matters like you
She tells him ""your life ain't gonna be nothing like my life
You're gonna grow and have a good life

I'm gonna do what I've got to do""
So, rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Somebody's got you
Rockabye baby, rockabye
I'm gonna rock you
...

"
dance-electronic-songs	Don't Let Me Down	The Chainsmokers Featuring Daya	53	5	2/18/2017	"Crashing, hit a wall
Right now I need a miracle
Hurry up now, I need a miracle
Stranded, reaching out
I call your name, but you're not around
I say your name, but you're not around

I need you, I need you, I need you right now
Yeah, I need you right now
So don't let me, don't let me, don't let me down
I think I'm losing my mind now

It's in my head, darling, I hope
That you'll be here when I need you the most
So don't let me, don't let me, don't let me down
D-don't let me down

Don't let me down
Don't let me down, down, down
Don't let me down, don't let me down, down, down
...

"
dance-electronic-songs	Bad Romance	Lady Gaga	1	6	2/18/2017	"Oh-oh-oh-oh-oooh
Oh-oh-oh-oh-oooh, oh-oh-oh
Caught in a bad romance
Oh-oh-oh-oh-oooh
Oh-oh-oh-oh-oooh, oh-oh-oh
Caught in a bad romance

Rah, rah-ah-ah-ah
Roma, roma-ma
Gaga, ooh-la-la
Want your bad romance

Rah, rah-ah-ah-ah
Roma, roma-ma
Gaga, ooh-la-la
Want your bad romance

I want your ugly, I want your disease
I want your everything as long as it's free
I want your love, love, love, love
I want your love

I want your drama, the touch of your hand
I want your leather-studded kiss in the sand
I want your love, love, love, love
I want your love (love, love, love, I want your love)

You know that I want you
And you know that I need you
I want it bad, your bad romance

I want your love, and I want your revenge
You and me could write a bad romance
I want your love and all your lover's revenge
You and me could write a bad romance

Oh-oh-oh-oh-oooh
Oh-oh-oh-oh-oooh, oh-oh-oh
Caught in a bad romance
Oh-oh-oh-oh-oooh
...

"
dance-electronic-songs	This Is What You Came For	Calvin Harris Featuring Rihanna	42	7	2/18/2017	"Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

You, ooh, ooh
You, ooh, ooh
...

"
dance-electronic-songs	Poker Face	Lady Gaga	1	8	2/18/2017	"Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah

I wanna hold 'em like they do in Texas, please
Fold 'em, let 'em hit me, raise it; baby, stay with me (I love it)
LoveGame intuition, play the cards with spades to start
And after he's been hooked, I'll play the one that's on his heart

Oh, oh-oh, oh, oh, oh-oh-oh-oh, oh, oh
I'll get him hot, show him what I've got
Oh, oh-oh, oh, oh, oh-oh-oh-oh, oh, oh
I'll get him hot, show him what I've got

Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)

P-p-p-poker face, p-p-poker face
Mum mum mum mah
P-p-p-poker face, p-p-poker face
Mum mum mum mah

I wanna roll with him, a hard pair we will be
A little gambling is fun when you're with me (I love it)
...

"
dance-electronic-songs	Cold Water	Major Lazer Featuring Justin Bieber & MO	30	9	2/18/2017	"Everybody gets high sometimes, you know
What else can we do when we're feeling low?
So take a deep breath and let it go
You shouldn't be drowning on your own

And if you feel you're sinking, I will jump right over
Into cold, cold water for you
And although time may take us into different places
I will still be patient with you
And I hope you know

I won't let go
I'll be your lifeline tonight
I won't let go
I'll be your lifeline tonight

...

"
dance-electronic-songs	In The Name Of Love	Martin Garrix & Bebe Rexha	28	10	2/18/2017	"If I told you this was only gonna hurt
If I warned you that the fire's gonna burn
Would you walk in?
Would you let me do it first?
Do it all in the name of love

Would you let me lead you even when you're blind?
In the darkness, in the middle of the night
In the silence, when there's no one by your side
Would you call in the name of love?

In the name of love
Name of love
In the name of love
Name of love
In the name of

In the name, name
In the name, name

...

"
dance-electronic-songs	Closer	The Chainsmokers Featuring Halsey	28	1	2/11/2017	"Hey, I was doing just fine before I met you
I drink too much and that's an issue, but I'm okay
Hey, you tell your friends it was nice to meet them
But I hope I never see them again

I know it breaks your heart
Moved to the city in a broke-down car and
4 years, no calls
Now you're looking pretty in a hotel bar and
I-I-I can't stop
No, I-I-I can't stop

So, baby, pull me closer
In the back seat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder

Pull the sheets right off the corner
Of that mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older
We ain't ever getting older
...

"
dance-electronic-songs	Paris	The Chainsmokers	4	2	2/11/2017	"We were staying in Paris
To get away from your parents
And I thought: ""Wow, if I could take this in a shot right now
I don't think that we could work this out""

Out on the terrace
I don't know if it's fair
But I thought: ""How could I let you fall by yourself
While I'm wasted with someone else?""

If we go down, then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down, then we go down together
We'll get away with everything
Let's show them we are better
Let's show them we are better
Let's show them we are better

We were staying in Paris
To get away from your parents
You look so proud
Standing there with a frown and a cigarette
Posting pictures of yourself on the internet
...

"
dance-electronic-songs	Let Me Love You	DJ Snake Featuring Justin Bieber	26	3	2/11/2017	"I used to believe
We were burning on the edge of something beautiful
Something beautiful
Selling a dream
Smoke and mirrors keep us waiting on a miracle
On a miracle

Say, go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you

Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
...

"
dance-electronic-songs	Rockabye	Clean Bandit Featuring Sean Paul & Anne-Marie	15	4	2/11/2017	"She works the night, by the water
She's gonna stress, so far away from her father's daughter
She just wants a life for her baby
All on her own, no one will come
She's got to save him
She tells him ""ooh love""

No one's ever gonna hurt you, love
I'm gonna give you all of my love
Nobody matters like you
She tells him ""your life ain't gonna be nothing like my life
You're gonna grow and have a good life

I'm gonna do what I've got to do""
So, rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Somebody's got you
Rockabye baby, rockabye
I'm gonna rock you
...

"
dance-electronic-songs	Don't Let Me Down	The Chainsmokers Featuring Daya	52	5	2/11/2017	"Crashing, hit a wall
Right now I need a miracle
Hurry up now, I need a miracle
Stranded, reaching out
I call your name, but you're not around
I say your name, but you're not around

I need you, I need you, I need you right now
Yeah, I need you right now
So don't let me, don't let me, don't let me down
I think I'm losing my mind now

It's in my head, darling, I hope
That you'll be here when I need you the most
So don't let me, don't let me, don't let me down
D-don't let me down

Don't let me down
Don't let me down, down, down
Don't let me down, don't let me down, down, down
...

"
dance-electronic-songs	This Is What You Came For	Calvin Harris Featuring Rihanna	41	6	2/11/2017	"Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

You, ooh, ooh
You, ooh, ooh
...

"
dance-electronic-songs	Cold Water	Major Lazer Featuring Justin Bieber & MO	29	7	2/11/2017	"Everybody gets high sometimes, you know
What else can we do when we're feeling low?
So take a deep breath and let it go
You shouldn't be drowning on your own

And if you feel you're sinking, I will jump right over
Into cold, cold water for you
And although time may take us into different places
I will still be patient with you
And I hope you know

I won't let go
I'll be your lifeline tonight
I won't let go
I'll be your lifeline tonight

...

"
dance-electronic-songs	In The Name Of Love	Martin Garrix & Bebe Rexha	27	8	2/11/2017	"If I told you this was only gonna hurt
If I warned you that the fire's gonna burn
Would you walk in?
Would you let me do it first?
Do it all in the name of love

Would you let me lead you even when you're blind?
In the darkness, in the middle of the night
In the silence, when there's no one by your side
Would you call in the name of love?

In the name of love
Name of love
In the name of love
Name of love
In the name of

In the name, name
In the name, name

...

"
dance-electronic-songs	Run Up	Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj	1	9	2/11/2017	"Barbie

Yeah
They thought that you was a shy girl
Until I made you my girl
Girl you pushed me like a big button
'Til I cuffed you like you did somethin'
You ain't gotta wait for it
You ain't gotta wait for me to give you my love
You ain't gotta wait for it
Things are gettin' sticky, girl I think that I'm stuck

I'll admit I'm wrong when I know that you gon' come for me
When you gon' come for me, yeah
Never gonna not not hit that, your lovin' is drugs to me
When you gon' come to me, yeah
And every time you hit my phone, when you say you need company, oh
I'ma run up on you
I'ma run up on you

I'ma run up on you
I'ma run up on you
I'ma run up on you
I'ma run up on you
I'ma run up on you
I'ma run up on you
I'ma run up on you
I'ma run up on you

...

"
dance-electronic-songs	Scared To Be Lonely	Martin Garrix & Dua Lipa	1	10	2/11/2017	"It was great at the very start
Hands on each other
Couldn't stand to be far apart
Closer the better

Now we're picking fights and slamming doors
Magnifying all our flaws
And I wonder why, wonder what for
Why we keep coming back for more

Is it just our bodies?
Are we both losing our minds?
Is the only reason you're holding me tonight
'Cause we're scared to be lonely?

Do we need somebody
Just to feel like we're alright?
Is the only reason you're holding me tonight
'Cause we're scared to be lonely?

...

"
dance-electronic-songs	Closer	The Chainsmokers Featuring Halsey	27	1	2/4/2017	"Hey, I was doing just fine before I met you
I drink too much and that's an issue, but I'm okay
Hey, you tell your friends it was nice to meet them
But I hope I never see them again

I know it breaks your heart
Moved to the city in a broke-down car and
4 years, no calls
Now you're looking pretty in a hotel bar and
I-I-I can't stop
No, I-I-I can't stop

So, baby, pull me closer
In the back seat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder

Pull the sheets right off the corner
Of that mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older
We ain't ever getting older
...

"
dance-electronic-songs	Paris	The Chainsmokers	3	2	2/4/2017	"We were staying in Paris
To get away from your parents
And I thought: ""Wow, if I could take this in a shot right now
I don't think that we could work this out""

Out on the terrace
I don't know if it's fair
But I thought: ""How could I let you fall by yourself
While I'm wasted with someone else?""

If we go down, then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down, then we go down together
We'll get away with everything
Let's show them we are better
Let's show them we are better
Let's show them we are better

We were staying in Paris
To get away from your parents
You look so proud
Standing there with a frown and a cigarette
Posting pictures of yourself on the internet
...

"
dance-electronic-songs	Let Me Love You	DJ Snake Featuring Justin Bieber	25	3	2/4/2017	"I used to believe
We were burning on the edge of something beautiful
Something beautiful
Selling a dream
Smoke and mirrors keep us waiting on a miracle
On a miracle

Say, go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you

Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
...

"
dance-electronic-songs	Rockabye	Clean Bandit Featuring Sean Paul & Anne-Marie	14	4	2/4/2017	"She works the night, by the water
She's gonna stress, so far away from her father's daughter
She just wants a life for her baby
All on her own, no one will come
She's got to save him
She tells him ""ooh love""

No one's ever gonna hurt you, love
I'm gonna give you all of my love
Nobody matters like you
She tells him ""your life ain't gonna be nothing like my life
You're gonna grow and have a good life

I'm gonna do what I've got to do""
So, rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Somebody's got you
Rockabye baby, rockabye
I'm gonna rock you
...

"
dance-electronic-songs	Don't Let Me Down	The Chainsmokers Featuring Daya	51	5	2/4/2017	"Crashing, hit a wall
Right now I need a miracle
Hurry up now, I need a miracle
Stranded, reaching out
I call your name, but you're not around
I say your name, but you're not around

I need you, I need you, I need you right now
Yeah, I need you right now
So don't let me, don't let me, don't let me down
I think I'm losing my mind now

It's in my head, darling, I hope
That you'll be here when I need you the most
So don't let me, don't let me, don't let me down
D-don't let me down

Don't let me down
Don't let me down, down, down
Don't let me down, don't let me down, down, down
...

"
dance-electronic-songs	This Is What You Came For	Calvin Harris Featuring Rihanna	40	6	2/4/2017	"Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

You, ooh, ooh
You, ooh, ooh
...

"
dance-electronic-songs	Cold Water	Major Lazer Featuring Justin Bieber & MO	28	7	2/4/2017	"Everybody gets high sometimes, you know
What else can we do when we're feeling low?
So take a deep breath and let it go
You shouldn't be drowning on your own

And if you feel you're sinking, I will jump right over
Into cold, cold water for you
And although time may take us into different places
I will still be patient with you
And I hope you know

I won't let go
I'll be your lifeline tonight
I won't let go
I'll be your lifeline tonight

...

"
dance-electronic-songs	In The Name Of Love	Martin Garrix & Bebe Rexha	26	8	2/4/2017	"If I told you this was only gonna hurt
If I warned you that the fire's gonna burn
Would you walk in?
Would you let me do it first?
Do it all in the name of love

Would you let me lead you even when you're blind?
In the darkness, in the middle of the night
In the silence, when there's no one by your side
Would you call in the name of love?

In the name of love
Name of love
In the name of love
Name of love
In the name of

In the name, name
In the name, name

...

"
dance-electronic-songs	Alone	Marshmello	28	9	2/4/2017	"I'm so alone
Nothing feels like home
I'm so alone
Trying to find my way back home to you

I'm so alone
Nothing feels like home
I'm so alone
...

"
dance-electronic-songs	Just Hold On	Steve Aoki & Louis Tomlinson	7	10	2/4/2017	"Wish that you could build a time machine
So you could see
The things no one can see
Feels like you're standing on the edge
Looking at the stars
And wishing you were them

What do you do when a chapter ends?
Do you close the book and never read it again?
Where do you go when your story's done?
You can be who you were or who you'll become

Oh-oh-oh, oh-oh-oh-oh
If it all goes wrong
Oh-oh-oh, oh-oh-oh-oh
Darling, just hold on

The sun goes down, and it comes back up
The world, it turns no matter what
Oh-oh-oh, oh-oh-oh-oh
...

"
